region,age,age_group,gender,language,education,income,response
Odessa,50,45-54,male,russian,secondary,<30000,different
Odessa,19,16-24,male,ukrainian,bachelors,<30000,flee
Cherkasy Oblast,37,35-44,male,ukrainian,post-secondary,<30000,flee
Dnipropetrovsk Oblast,27,25-34,male,ukrainian,post-secondary,<30000,different
Kyiv City,27,25-34,female,ukrainian,masters-or-higher,<30000,flee
Ternopil Oblast,19,16-24,female,ukrainian,secondary,<30000,different
Vinnytsya Oblast,18,16-24,male,ukrainian,secondary,<30000,different
Kyiv City,48,45-54,female,ukrainian,masters-or-higher,<30000,stay
Donetsk Oblast,18,16-24,male,russian,bachelors,<30000,flee
Kharkiv,18,16-24,male,russian,primary,<30000,different
Dnipropetrovsk Oblast,16,16-24,male,ukrainian,secondary,<30000,flee
Cherkasy Oblast,35,35-44,female,ukrainian,bachelors,<30000,stay
Vinnytsya Oblast,24,16-24,male,russian,bachelors,<30000,stay
Kyiv City,28,25-34,male,ukrainian,masters-or-higher,<30000,flee
Ternopil Oblast,22,16-24,male,russian,secondary,<30000,stay
Odessa,55,55-64,male,ukrainian,masters-or-higher,<30000,different
Sumy,46,45-54,male,ukrainian,post-secondary,<30000,stay
Odessa,62,55-64,male,russian,post-secondary,<30000,stay
Ternopil Oblast,21,16-24,female,ukrainian,masters-or-higher,<30000,different
Dnipropetrovsk Oblast,52,45-54,male,ukrainian,bachelors,<30000,stay
Vinnytsya Oblast,23,16-24,male,ukrainian,masters-or-higher,<30000,different
Khmelnytskyi Oblast,22,16-24,female,ukrainian,bachelors,<30000,flee
Vinnytsya Oblast,44,35-44,male,russian,secondary,<30000,different
Kyiv Oblast,19,16-24,male,ukrainian,secondary,<30000,different
Crimea,35,35-44,female,russian,secondary,<30000,stay
Luhansk,35,35-44,female,russian,secondary,<30000,flee
Kharkiv,98,65+,male,russian,post-secondary,<30000,stay
Luhansk,46,45-54,female,russian,bachelors,<30000,flee
Kyiv City,60,55-64,male,russian,secondary,<30000,different
Donetsk Oblast,63,55-64,female,russian,post-secondary,<30000,different
Kyiv City,27,25-34,male,ukrainian,masters-or-higher,<30000,different
Rivne,42,35-44,male,ukrainian,post-secondary,<30000,different
Chernivtsi Oblast,19,16-24,male,ukrainian,bachelors,<30000,different
Rivne,22,16-24,female,ukrainian,post-secondary,<30000,stay
Rivne,19,16-24,female,ukrainian,secondary,<30000,flee
Kyiv City,58,55-64,male,russian,post-secondary,<30000,stay
Kyiv City,17,16-24,female,ukrainian,secondary,<30000,stay
Kyiv City,25,25-34,male,ukrainian,bachelors,<30000,different
Kyiv City,18,16-24,male,ukrainian,secondary,<30000,different
Kyiv City,49,45-54,male,ukrainian,post-secondary,<30000,stay
Kyiv City,46,45-54,male,ukrainian,bachelors,<30000,stay
Luhansk,21,16-24,female,russian,bachelors,<30000,different
Kirovohrad Oblast,48,45-54,male,ukrainian,post-secondary,<30000,stay
Kharkiv,48,45-54,male,russian,post-secondary,<30000,flee
Kyiv Oblast,39,35-44,male,ukrainian,post-secondary,<30000,stay
Sebastopol City,98,65+,female,russian,post-secondary,<30000,flee
Kyiv City,42,35-44,male,ukrainian,masters-or-higher,<30000,stay
Rivne,19,16-24,male,ukrainian,secondary,<30000,stay
Lviv Oblast,28,25-34,female,ukrainian,post-secondary,<30000,different
Donetsk Oblast,35,35-44,male,russian,secondary,<30000,stay
Dnipropetrovsk Oblast,38,35-44,male,ukrainian,post-secondary,<30000,stay
Dnipropetrovsk Oblast,32,25-34,female,ukrainian,bachelors,<30000,flee
Chernihiv,29,25-34,male,ukrainian,bachelors,<30000,stay
Volyn,46,45-54,female,ukrainian,masters-or-higher,<30000,stay
Kyiv City,25,25-34,male,ukrainian,primary,<30000,flee
Crimea,56,55-64,male,russian,secondary,<30000,different
Kyiv City,24,16-24,female,ukrainian,post-secondary,<30000,different
Zaporizhzhya Oblast,45,45-54,male,russian,post-secondary,<30000,flee
Kharkiv,60,55-64,male,russian,masters-or-higher,<30000,stay
Vinnytsya Oblast,45,45-54,male,ukrainian,masters-or-higher,<30000,stay
Zaporizhzhya Oblast,98,65+,male,russian,masters-or-higher,<30000,stay
Lviv Oblast,21,16-24,female,ukrainian,bachelors,<30000,different
Lviv Oblast,24,16-24,male,ukrainian,post-secondary,<30000,flee
Mykolayiv Oblast,41,35-44,male,ukrainian,masters-or-higher,<30000,flee
Cherkasy Oblast,37,35-44,female,russian,primary,<30000,different
Lviv Oblast,19,16-24,female,ukrainian,secondary,<30000,stay
Dnipropetrovsk Oblast,53,45-54,male,russian,secondary,<30000,flee
Kharkiv,30,25-34,male,russian,secondary,<30000,stay
Donetsk Oblast,17,16-24,male,russian,post-secondary,<30000,flee
Kherson Oblast,37,35-44,male,ukrainian,secondary,<30000,stay
Kharkiv,56,55-64,male,russian,post-secondary,<30000,flee
Lviv Oblast,22,16-24,male,ukrainian,bachelors,<30000,different
Odessa,38,35-44,male,russian,primary,<30000,different
Kharkiv,41,35-44,female,ukrainian,bachelors,<30000,stay
Khmelnytskyi Oblast,98,65+,female,ukrainian,primary,<30000,stay
Odessa,25,25-34,female,russian,secondary,<30000,flee
Mykolayiv Oblast,64,55-64,female,ukrainian,post-secondary,<30000,stay
Zhytomyr,24,16-24,male,ukrainian,post-secondary,<30000,flee
Transcarpathia,36,35-44,female,ukrainian,bachelors,<30000,stay
Odessa,47,45-54,male,russian,secondary,<30000,different
Kyiv City,39,35-44,male,russian,bachelors,<30000,stay
Lviv Oblast,49,45-54,male,russian,bachelors,<30000,flee
Dnipropetrovsk Oblast,31,25-34,male,russian,post-secondary,<30000,different
Kharkiv,42,35-44,male,ukrainian,masters-or-higher,<30000,different
Poltava Oblast,31,25-34,female,ukrainian,bachelors,<30000,flee
Kherson Oblast,26,25-34,female,russian,secondary,<30000,flee
Poltava Oblast,18,16-24,male,ukrainian,primary,<30000,flee
Ivano-Frankivsk Oblast,18,16-24,female,ukrainian,secondary,<30000,different
Khmelnytskyi Oblast,18,16-24,male,ukrainian,primary,<30000,flee
Sumy,56,55-64,male,ukrainian,primary,<30000,different
Vinnytsya Oblast,16,16-24,female,ukrainian,bachelors,<30000,flee
Kyiv City,25,25-34,male,ukrainian,bachelors,<30000,flee
Kyiv City,16,16-24,female,ukrainian,secondary,<30000,stay
Vinnytsya Oblast,20,16-24,female,ukrainian,post-secondary,<30000,different
Zaporizhzhya Oblast,20,16-24,male,russian,primary,<30000,different
Mykolayiv Oblast,18,16-24,male,ukrainian,post-secondary,<30000,stay
Poltava Oblast,36,35-44,male,ukrainian,secondary,<30000,different
Kyiv Oblast,24,16-24,male,ukrainian,masters-or-higher,<30000,different
Dnipropetrovsk Oblast,16,16-24,female,ukrainian,secondary,<30000,stay
Sumy,35,35-44,female,ukrainian,primary,<30000,flee
Poltava Oblast,18,16-24,female,ukrainian,secondary,<30000,different
Crimea,19,16-24,female,ukrainian,post-secondary,<30000,stay
Vinnytsya Oblast,98,65+,female,russian,bachelors,<30000,stay
Dnipropetrovsk Oblast,62,55-64,female,russian,bachelors,<30000,flee
Ternopil Oblast,24,16-24,male,russian,primary,<30000,stay
Chernihiv,46,45-54,female,ukrainian,masters-or-higher,<30000,different
Luhansk,27,25-34,male,russian,post-secondary,<30000,flee
Chernivtsi Oblast,33,25-34,male,ukrainian,post-secondary,<30000,stay
Vinnytsya Oblast,63,55-64,male,russian,post-secondary,<30000,stay
Donetsk Oblast,47,45-54,male,russian,post-secondary,<30000,flee
Kyiv City,45,45-54,male,russian,masters-or-higher,<30000,flee
Zaporizhzhya Oblast,51,45-54,male,russian,secondary,<30000,different
Poltava Oblast,98,65+,male,ukrainian,secondary,<30000,flee
Donetsk Oblast,20,16-24,male,russian,bachelors,<30000,flee
Kirovohrad Oblast,18,16-24,female,ukrainian,secondary,<30000,stay
Poltava Oblast,22,16-24,female,ukrainian,primary,<30000,stay
Vinnytsya Oblast,30,25-34,female,russian,post-secondary,<30000,different
Chernivtsi Oblast,35,35-44,male,russian,bachelors,<30000,stay
Kyiv City,18,16-24,male,russian,bachelors,<30000,stay
Vinnytsya Oblast,59,55-64,male,russian,bachelors,<30000,stay
Chernihiv,51,45-54,male,ukrainian,post-secondary,<30000,stay
Kyiv City,25,25-34,male,ukrainian,post-secondary,<30000,stay
Kyiv City,21,16-24,female,ukrainian,secondary,<30000,stay
Kirovohrad Oblast,30,25-34,female,ukrainian,post-secondary,<30000,stay
Donetsk Oblast,19,16-24,female,ukrainian,secondary,<30000,stay
Dnipropetrovsk Oblast,18,16-24,female,ukrainian,post-secondary,<30000,stay
Odessa,20,16-24,male,ukrainian,primary,<30000,stay
Odessa,24,16-24,male,russian,masters-or-higher,<30000,flee
Kyiv City,28,25-34,female,ukrainian,post-secondary,<30000,stay
Kyiv City,22,16-24,male,ukrainian,masters-or-higher,<30000,stay
Rivne,36,35-44,male,russian,secondary,<30000,flee
Sumy,17,16-24,female,ukrainian,secondary,<30000,stay
Odessa,23,16-24,male,ukrainian,secondary,<30000,flee
Sebastopol City,36,35-44,male,russian,bachelors,<30000,stay
Kyiv City,34,25-34,male,russian,primary,<30000,stay
Ivano-Frankivsk Oblast,43,35-44,female,russian,bachelors,<30000,stay
Odessa,27,25-34,female,ukrainian,bachelors,<30000,stay
Mykolayiv Oblast,19,16-24,female,ukrainian,secondary,<30000,flee
Kherson Oblast,20,16-24,male,russian,primary,<30000,different
Kyiv City,46,45-54,female,ukrainian,secondary,<30000,flee
Zhytomyr,25,25-34,female,ukrainian,post-secondary,<30000,stay
Chernivtsi Oblast,30,25-34,female,ukrainian,masters-or-higher,<30000,different
Donetsk Oblast,40,35-44,male,ukrainian,bachelors,<30000,flee
Vinnytsya Oblast,18,16-24,male,ukrainian,secondary,<30000,different
Luhansk,22,16-24,female,russian,bachelors,<30000,different
Ternopil Oblast,18,16-24,female,ukrainian,primary,<30000,different
Kyiv City,57,55-64,male,ukrainian,bachelors,<30000,different
Luhansk,18,16-24,female,ukrainian,secondary,<30000,stay
Dnipropetrovsk Oblast,25,25-34,male,russian,masters-or-higher,<30000,flee
Kyiv City,30,25-34,male,ukrainian,masters-or-higher,<30000,different
Mykolayiv Oblast,55,55-64,male,russian,secondary,<30000,stay
Kharkiv,33,25-34,female,ukrainian,secondary,<30000,different
Luhansk,52,45-54,male,russian,secondary,<30000,different
Kharkiv,44,35-44,male,ukrainian,masters-or-higher,<30000,different
Kyiv City,21,16-24,female,ukrainian,bachelors,<30000,different
Luhansk,61,55-64,male,russian,secondary,<30000,different
Kyiv City,23,16-24,female,ukrainian,secondary,<30000,stay
Odessa,98,65+,female,russian,primary,<30000,different
Zhytomyr,18,16-24,female,ukrainian,bachelors,<30000,different
Kirovohrad Oblast,19,16-24,female,ukrainian,secondary,<30000,different
Kyiv City,20,16-24,female,ukrainian,post-secondary,<30000,flee
Kyiv City,22,16-24,male,ukrainian,post-secondary,<30000,different
Kyiv City,20,16-24,female,ukrainian,secondary,<30000,different
Lviv Oblast,18,16-24,female,ukrainian,secondary,<30000,stay
Kyiv City,47,45-54,female,ukrainian,bachelors,<30000,different
Chernivtsi Oblast,23,16-24,male,ukrainian,secondary,<30000,flee
Kyiv City,46,45-54,male,ukrainian,secondary,<30000,flee
Cherkasy Oblast,18,16-24,male,ukrainian,post-secondary,<30000,flee
Donetsk Oblast,19,16-24,female,ukrainian,primary,<30000,flee
Kyiv City,28,25-34,female,ukrainian,post-secondary,<30000,stay
Kyiv City,56,55-64,female,ukrainian,masters-or-higher,<30000,different
Kyiv City,40,35-44,female,ukrainian,masters-or-higher,<30000,stay
Donetsk Oblast,30,25-34,male,russian,post-secondary,<30000,flee
Kyiv Oblast,34,25-34,male,russian,bachelors,<30000,flee
Kirovohrad Oblast,20,16-24,female,ukrainian,secondary,<30000,flee
Ivano-Frankivsk Oblast,24,16-24,female,ukrainian,bachelors,<30000,different
Mykolayiv Oblast,30,25-34,female,ukrainian,masters-or-higher,<30000,stay
Sumy,36,35-44,female,russian,primary,<30000,flee
Volyn,22,16-24,female,ukrainian,bachelors,<30000,flee
Sebastopol City,19,16-24,male,russian,secondary,<30000,flee
Luhansk,32,25-34,female,russian,masters-or-higher,>240000,flee
Vinnytsya Oblast,25,25-34,female,russian,primary,>240000,flee
Zaporizhzhya Oblast,18,16-24,male,russian,masters-or-higher,>240000,different
Cherkasy Oblast,22,16-24,female,russian,masters-or-higher,>240000,flee
Luhansk,35,35-44,male,ukrainian,bachelors,>240000,different
Mykolayiv Oblast,18,16-24,male,ukrainian,primary,>240000,stay
Kyiv City,29,25-34,male,russian,masters-or-higher,>240000,stay
Kyiv City,43,35-44,male,ukrainian,bachelors,>240000,different
Crimea,36,35-44,male,russian,masters-or-higher,>240000,different
Luhansk,22,16-24,male,russian,post-secondary,>240000,flee
Odessa,40,35-44,male,russian,bachelors,>240000,different
Mykolayiv Oblast,55,55-64,female,ukrainian,post-secondary,>240000,flee
Kyiv City,98,65+,male,no_response,masters-or-higher,>240000,different
Lviv Oblast,39,35-44,male,russian,bachelors,>240000,different
Kyiv City,45,45-54,female,russian,masters-or-higher,>240000,different
Vinnytsya Oblast,21,16-24,female,ukrainian,masters-or-higher,>240000,stay
Odessa,19,16-24,male,ukrainian,primary,>240000,flee
Kyiv City,54,45-54,female,ukrainian,primary,>240000,flee
Crimea,37,35-44,male,russian,post-secondary,>240000,different
Cherkasy Oblast,19,16-24,male,ukrainian,secondary,>240000,different
Crimea,45,45-54,female,russian,masters-or-higher,>240000,different
Kyiv City,98,65+,male,ukrainian,bachelors,>240000,stay
Vinnytsya Oblast,35,35-44,female,russian,bachelors,>240000,different
Kyiv City,26,25-34,male,russian,primary,>240000,stay
Khmelnytskyi Oblast,55,55-64,male,ukrainian,masters-or-higher,>240000,different
Kyiv City,45,45-54,male,ukrainian,bachelors,>240000,flee
Odessa,35,35-44,male,russian,masters-or-higher,>240000,stay
Vinnytsya Oblast,98,65+,male,ukrainian,masters-or-higher,>240000,different
Vinnytsya Oblast,98,65+,female,russian,masters-or-higher,>240000,different
Luhansk,17,16-24,female,russian,primary,>240000,different
Dnipropetrovsk Oblast,17,16-24,male,ukrainian,secondary,>240000,different
Dnipropetrovsk Oblast,34,25-34,male,russian,primary,>240000,flee
Kirovohrad Oblast,22,16-24,female,russian,masters-or-higher,>240000,stay
Kyiv Oblast,35,35-44,male,russian,masters-or-higher,>240000,stay
Dnipropetrovsk Oblast,98,65+,male,russian,masters-or-higher,>240000,flee
Poltava Oblast,37,35-44,male,russian,masters-or-higher,>240000,flee
Ivano-Frankivsk Oblast,24,16-24,male,ukrainian,bachelors,>240000,stay
Poltava Oblast,26,25-34,male,ukrainian,secondary,>240000,stay
Chernivtsi Oblast,34,25-34,male,ukrainian,masters-or-higher,>240000,stay
Transcarpathia,16,16-24,male,russian,masters-or-higher,>240000,stay
Rivne,22,16-24,male,ukrainian,masters-or-higher,>240000,different
Vinnytsya Oblast,98,65+,male,russian,masters-or-higher,>240000,flee
Kyiv City,98,65+,female,ukrainian,primary,>240000,different
Sumy,98,65+,male,russian,masters-or-higher,>240000,stay
Odessa,45,45-54,female,russian,masters-or-higher,>240000,different
Ivano-Frankivsk Oblast,25,25-34,male,ukrainian,secondary,>240000,flee
Kyiv City,55,55-64,male,ukrainian,post-secondary,>240000,stay
Lviv Oblast,32,25-34,female,ukrainian,post-secondary,>240000,flee
Dnipropetrovsk Oblast,30,25-34,male,ukrainian,masters-or-higher,>240000,stay
Khmelnytskyi Oblast,20,16-24,male,russian,masters-or-higher,>240000,flee
Kirovohrad Oblast,43,35-44,male,ukrainian,masters-or-higher,>240000,stay
Lviv Oblast,32,25-34,male,ukrainian,masters-or-higher,>240000,different
Kyiv City,55,55-64,male,russian,masters-or-higher,>240000,different
Kyiv City,29,25-34,female,ukrainian,masters-or-higher,>240000,different
Kyiv City,25,25-34,male,russian,masters-or-higher,>240000,stay
Ternopil Oblast,22,16-24,male,ukrainian,bachelors,>240000,flee
Ivano-Frankivsk Oblast,26,25-34,male,ukrainian,masters-or-higher,>240000,stay
Kyiv Oblast,41,35-44,female,russian,masters-or-higher,>240000,flee
Donetsk Oblast,34,25-34,female,russian,post-secondary,>240000,different
Vinnytsya Oblast,23,16-24,male,russian,masters-or-higher,>240000,different
Cherkasy Oblast,36,35-44,male,russian,masters-or-higher,>240000,stay
Zaporizhzhya Oblast,54,45-54,female,russian,masters-or-higher,>240000,flee
Rivne,98,65+,male,ukrainian,masters-or-higher,>240000,different
Lviv Oblast,22,16-24,male,russian,masters-or-higher,>240000,flee
Dnipropetrovsk Oblast,16,16-24,male,russian,primary,>240000,different
Odessa,16,16-24,male,ukrainian,primary,>240000,different
Dnipropetrovsk Oblast,20,16-24,male,russian,masters-or-higher,>240000,stay
Chernivtsi Oblast,18,16-24,male,ukrainian,bachelors,>240000,different
Kyiv City,37,35-44,male,ukrainian,masters-or-higher,>240000,stay
Zhytomyr,46,45-54,male,russian,masters-or-higher,>240000,stay
Kyiv City,24,16-24,female,ukrainian,masters-or-higher,>240000,flee
Dnipropetrovsk Oblast,35,35-44,female,russian,masters-or-higher,>240000,flee
Donetsk Oblast,38,35-44,female,russian,post-secondary,>240000,different
Zaporizhzhya Oblast,98,65+,female,russian,masters-or-higher,>240000,different
Kyiv City,23,16-24,female,ukrainian,masters-or-higher,>240000,flee
Kirovohrad Oblast,38,35-44,male,russian,post-secondary,>240000,stay
Kyiv City,36,35-44,male,ukrainian,primary,>240000,stay
Kharkiv,38,35-44,male,ukrainian,masters-or-higher,>240000,stay
Kyiv Oblast,37,35-44,female,ukrainian,masters-or-higher,>240000,stay
Poltava Oblast,34,25-34,male,ukrainian,bachelors,>240000,different
Kyiv City,28,25-34,male,ukrainian,masters-or-higher,>240000,stay
Kyiv Oblast,34,25-34,male,russian,masters-or-higher,>240000,stay
Kyiv City,58,55-64,male,ukrainian,masters-or-higher,>240000,stay
Mykolayiv Oblast,26,25-34,female,russian,masters-or-higher,>240000,stay
Transcarpathia,26,25-34,female,ukrainian,masters-or-higher,>240000,flee
Chernivtsi Oblast,21,16-24,male,ukrainian,masters-or-higher,>240000,flee
Kharkiv,98,65+,male,russian,masters-or-higher,>240000,different
Kherson Oblast,32,25-34,male,russian,bachelors,>240000,stay
Kherson Oblast,18,16-24,male,russian,secondary,>240000,flee
Vinnytsya Oblast,18,16-24,female,ukrainian,secondary,>240000,stay
Sebastopol City,98,65+,male,russian,masters-or-higher,>240000,stay
Kyiv Oblast,47,45-54,male,ukrainian,masters-or-higher,>240000,different
Kyiv City,98,65+,male,ukrainian,masters-or-higher,>240000,different
Kyiv City,37,35-44,male,ukrainian,masters-or-higher,>240000,different
Ivano-Frankivsk Oblast,28,25-34,male,ukrainian,masters-or-higher,>240000,stay
Vinnytsya Oblast,24,16-24,male,ukrainian,masters-or-higher,>240000,stay
Odessa,63,55-64,female,ukrainian,masters-or-higher,>240000,different
Cherkasy Oblast,32,25-34,male,ukrainian,bachelors,>240000,flee
Kyiv City,27,25-34,male,ukrainian,post-secondary,>240000,different
Kyiv City,21,16-24,male,ukrainian,secondary,>240000,different
Kyiv City,28,25-34,male,ukrainian,masters-or-higher,>240000,stay
Rivne,25,25-34,male,ukrainian,masters-or-higher,>240000,flee
Dnipropetrovsk Oblast,29,25-34,female,ukrainian,post-secondary,>240000,flee
Lviv Oblast,45,45-54,male,russian,masters-or-higher,>240000,stay
Kharkiv,27,25-34,male,ukrainian,masters-or-higher,>240000,different
Dnipropetrovsk Oblast,33,25-34,male,ukrainian,masters-or-higher,>240000,flee
Lviv Oblast,30,25-34,female,russian,bachelors,>240000,flee
Kyiv City,21,16-24,male,ukrainian,bachelors,>240000,stay
Kyiv City,44,35-44,male,ukrainian,masters-or-higher,>240000,flee
Kyiv Oblast,38,35-44,male,ukrainian,post-secondary,>240000,different
Luhansk,17,16-24,male,ukrainian,masters-or-higher,>240000,different
Donetsk Oblast,58,55-64,male,ukrainian,masters-or-higher,>240000,stay
Crimea,98,65+,female,russian,masters-or-higher,>240000,different
Dnipropetrovsk Oblast,27,25-34,male,ukrainian,masters-or-higher,>240000,stay
Luhansk,44,35-44,male,russian,masters-or-higher,>240000,different
Luhansk,37,35-44,male,russian,post-secondary,>240000,different
Dnipropetrovsk Oblast,41,35-44,male,ukrainian,masters-or-higher,>240000,flee
Lviv Oblast,16,16-24,male,ukrainian,secondary,>240000,stay
Odessa,57,55-64,male,russian,masters-or-higher,>240000,stay
Vinnytsya Oblast,44,35-44,male,ukrainian,primary,>240000,stay
Vinnytsya Oblast,44,35-44,female,russian,masters-or-higher,>240000,different
